hour,day_of_week,location,latitude,longitude,demand,supply
1,5,bengaluru_whitefield,12.9698,77.7500,43,96
12,2,bengaluru_indiranagar,12.9784,77.6408,139,96
0,0,lucknow_hazratganj,26.8467,80.9462,65,85
19,1,srinagar_lal_chowk,34.0837,74.7973,142,63
20,1,thiruvananthapuram_palayam,8.5241,76.9366,131,71
9,2,thiruvananthapuram_palayam,8.5241,76.9366,158,61
13,1,surat_adajan,21.1702,72.8311,92,83
3,5,mysuru_jayalakshmipuram,12.2958,76.6394,56,80
17,0,bengaluru_indiranagar,12.9784,77.6408,185,78
0,1,downtown,12.9716,77.5946,91,98
23,0,pune_hinjewadi,18.5917,73.7389,62,94
5,2,chennai_t_nagar,13.0418,80.2337,78,93
14,0,hyderabad_hitech_city,17.4435,78.3772,127,99
13,4,bengaluru_whitefield,12.9698,77.7500,91,101
18,1,jaipur_sitapura,26.7997,75.8351,117,69
19,4,hyderabad_hitech_city,17.4435,78.3772,225,78
12,3,gurugram_cyber_city,28.4949,77.0887,115,90
12,5,kolkata_salt_lake,22.5862,88.4143,71,86
5,5,visakhapatnam_beach_road,17.6868,83.2185,45,76
2,0,jaipur_sitapura,26.7997,75.8351,44,69
18,4,airport,13.1986,77.7066,228,86
1,6,chennai_omr,12.8407,80.2244,60,81
4,3,chennai_omr,12.8407,80.2244,68,73
12,0,nagpur_sitabuildi,21.1458,79.0882,84,83
0,3,bengaluru_indiranagar,12.9784,77.6408,89,105
4,2,surat_adajan,21.1702,72.8311,66,83
9,5,surat_adajan,21.1702,72.8311,143,69
22,0,kolkata_salt_lake,22.5862,88.4143,61,75
12,2,kochi_mg_road,9.9312,76.2673,70,83
20,1,bhopal_mp_nagar,23.2599,77.4126,125,61
14,4,mysuru_jayalakshmipuram,12.2958,76.6394,77,71
13,2,midtown,12.9802,77.6408,80,88
5,6,vadodara_alkapuri,22.3072,73.1812,49,71
23,3,indore_vijay_nagar,22.7196,75.8577,57,75
10,5,lucknow_hazratganj,26.8467,80.9462,159,73
22,4,bhopal_mp_nagar,23.2599,77.4126,54,88
12,3,thiruvananthapuram_palayam,8.5241,76.9366,90,76
2,4,mumbai_bandra,19.0596,72.8295,82,88
17,2,surat_adajan,21.1702,72.8311,150,76
13,5,connaught_place,28.6315,77.2167,104,99
20,1,bhopal_mp_nagar,23.2599,77.4126,169,75
10,4,kolkata_salt_lake,22.5862,88.4143,152,64
18,6,bengaluru_whitefield,12.9698,77.7500,128,88
0,5,guwahati_paltan_bazaar,26.1445,91.7362,50,81
18,5,connaught_place,28.6315,77.2167,209,76
5,1,suburb,12.9153,77.5135,47,84
4,6,jaipur_mi_road,26.9128,75.7873,53,71
21,4,indore_vijay_nagar,22.7196,75.8577,166,74
9,4,ahmedabad_cg_road,23.0225,72.5714,188,68
8,0,noida_sector_62,28.6176,77.3721,161,66
13,6,chennai_t_nagar,13.0418,80.2337,96,98
9,3,mumbai_bandra,19.0596,72.8295,235,86
8,2,nagpur_sitabuildi,21.1458,79.0882,135,69
12,6,india_gate,28.6129,77.2295,79,92
18,5,mumbai_andheri,19.1197,72.8468,154,77
0,5,bengaluru_indiranagar,12.9784,77.6408,85,83
21,3,gurugram_cyber_city,28.4949,77.0887,148,91
19,4,surat_adajan,21.1702,72.8311,158,68
8,6,surat_adajan,21.1702,72.8311,141,75
11,3,nagpur_sitabuildi,21.1458,79.0882,97,84
23,3,jaipur_sitapura,26.7997,75.8351,48,69
4,2,noida_sector_62,28.6176,77.3721,59,91
0,3,guwahati_paltan_bazaar,26.1445,91.7362,63,69
8,0,connaught_place,28.6315,77.2167,185,95
18,3,nagpur_sitabuildi,21.1458,79.0882,167,76
0,0,hyderabad_hitech_city,17.4435,78.3772,89,89
0,6,kolkata_salt_lake,22.5862,88.4143,61,72
13,2,jaipur_mi_road,26.9128,75.7873,88,87
7,0,lucknow_hazratganj,26.8467,80.9462,182,80
4,0,bhubaneswar_janpath,20.2961,85.8245,57,77
22,1,nagpur_sitabuildi,21.1458,79.0882,60,84
17,5,visakhapatnam_beach_road,17.6868,83.2185,131,66
1,3,chennai_t_nagar,13.0418,80.2337,74,82
5,0,midtown,12.9802,77.6408,72,87
22,6,gurugram_cyber_city,28.4949,77.0887,75,86
0,1,chennai_omr,12.8407,80.2244,56,84
22,6,midtown,12.9802,77.6408,51,88
6,6,mumbai_andheri,19.1197,72.8468,114,102
3,3,chennai_omr,12.8407,80.2244,71,80
3,6,suburb,12.9153,77.5135,38,84
0,1,guwahati_paltan_bazaar,26.1445,91.7362,53,84
20,3,kolkata_esplanade,22.5728,88.3639,185,71
16,1,gurugram_cyber_city,28.4949,77.0887,116,85
1,5,kochi_mg_road,9.9312,76.2673,57,81
15,2,coimbatore_race_course,11.0168,76.9558,80,68
1,4,nagpur_sitabuildi,21.1458,79.0882,63,76
13,2,mysuru_jayalakshmipuram,12.2958,76.6394,69,66
14,0,bhubaneswar_janpath,20.2961,85.8245,98,79
0,4,lucknow_hazratganj,26.8467,80.9462,56,76
12,1,airport,13.1986,77.7066,143,112
18,1,thiruvananthapuram_palayam,8.5241,76.9366,152,71
23,4,downtown,12.9716,77.5946,92,84
21,6,hyderabad_secunderabad,17.4399,78.4983,152,69
3,3,bhopal_mp_nagar,23.2599,77.4126,52,89
22,5,surat_adajan,21.1702,72.8311,61,66
20,6,noida_greater_noida,28.4744,77.5031,110,81
13,0,bhubaneswar_janpath,20.2961,85.8245,83,83
7,4,pune_hinjewadi,18.5917,73.7389,161,88
0,3,connaught_place,28.6315,77.2167,89,95
2,5,visakhapatnam_beach_road,17.6868,83.2185,54,80
13,3,hyderabad_hitech_city,17.4435,78.3772,110,83
8,5,hyderabad_secunderabad,17.4399,78.4983,148,72
1,4,guwahati_paltan_bazaar,26.1445,91.7362,48,84
8,2,kolkata_esplanade,22.5728,88.3639,140,75
22,4,noida_greater_noida,28.4744,77.5031,53,91
20,1,noida_sector_62,28.6176,77.3721,174,85
19,1,pune_hinjewadi,18.5917,73.7389,183,76
3,6,chandigarh_sector_17,30.7333,76.7794,60,76
6,2,kolkata_esplanade,22.5728,88.3639,106,82
0,5,jaipur_sitapura,26.7997,75.8351,48,67
4,5,gurugram_sohna_road,28.4089,77.0383,52,85
5,5,connaught_place,28.6315,77.2167,76,103
20,5,downtown,12.9716,77.5946,195,67
19,5,srinagar_lal_chowk,34.0837,74.7973,106,63
3,0,jaipur_mi_road,26.9128,75.7873,66,85
4,1,kochi_mg_road,9.9312,76.2673,61,73
15,0,guwahati_paltan_bazaar,26.1445,91.7362,87,80
2,6,jaipur_mi_road,26.9128,75.7873,52,80
18,1,ahmedabad_cg_road,23.0225,72.5714,173,81
7,4,bengaluru_indiranagar,12.9784,77.6408,247,82
18,2,nagpur_sitabuildi,21.1458,79.0882,126,68
2,5,hyderabad_hitech_city,17.4435,78.3772,71,73
14,6,bhopal_mp_nagar,23.2599,77.4126,76,76
9,2,vadodara_alkapuri,22.3072,73.1812,155,64
6,1,india_gate,28.6129,77.2295,103,85
22,1,bhopal_mp_nagar,23.2599,77.4126,64,69
10,5,suburb,12.9153,77.5135,95,63
4,6,kochi_mg_road,9.9312,76.2673,61,67
2,1,guwahati_paltan_bazaar,26.1445,91.7362,59,82
4,5,noida_greater_noida,28.4744,77.5031,53,84
20,6,kolkata_esplanade,22.5728,88.3639,145,73
21,6,bhopal_mp_nagar,23.2599,77.4126,141,58
12,3,suburb,12.9153,77.5135,59,81
7,1,srinagar_lal_chowk,34.0837,74.7973,151,63
6,5,suburb,12.9153,77.5135,60,81
7,3,mumbai_bandra,19.0596,72.8295,199,69
3,0,mysuru_jayalakshmipuram,12.2958,76.6394,48,76
22,5,hyderabad_secunderabad,17.4399,78.4983,52,71
10,3,bengaluru_indiranagar,12.9784,77.6408,194,89
17,1,coimbatore_race_course,11.0168,76.9558,125,68
5,1,guwahati_paltan_bazaar,26.1445,91.7362,63,80
4,5,bhopal_mp_nagar,23.2599,77.4126,50,82
16,6,surat_adajan,21.1702,72.8311,79,67
8,2,jaipur_mi_road,26.9128,75.7873,165,69
20,6,chennai_omr,12.8407,80.2244,157,67
18,0,kolkata_salt_lake,22.5862,88.4143,163,76
18,4,chennai_t_nagar,13.0418,80.2337,184,80
18,0,mumbai_andheri,19.1197,72.8468,154,71
6,5,kolkata_esplanade,22.5728,88.3639,85,76
4,2,hyderabad_hitech_city,17.4435,78.3772,74,99
4,3,bhubaneswar_janpath,20.2961,85.8245,67,75
9,4,nagpur_sitabuildi,21.1458,79.0882,132,73
14,6,india_gate,28.6129,77.2295,85,83
12,0,chandigarh_sector_17,30.7333,76.7794,74,79
11,0,jaipur_mi_road,26.9128,75.7873,108,85
22,1,midtown,12.9802,77.6408,55,79
11,3,midtown,12.9802,77.6408,112,80
9,0,mumbai_bandra,19.0596,72.8295,252,76
17,1,hyderabad_secunderabad,17.4399,78.4983,134,70
3,1,jaipur_sitapura,26.7997,75.8351,52,91
10,4,nagpur_sitabuildi,21.1458,79.0882,157,72
21,2,srinagar_lal_chowk,34.0837,74.7973,114,73
5,4,india_gate,28.6129,77.2295,75,91
3,1,bhopal_mp_nagar,23.2599,77.4126,52,76
3,4,chandigarh_sector_17,30.7333,76.7794,57,91
17,2,vadodara_alkapuri,22.3072,73.1812,121,65
8,0,mumbai_bandra,19.0596,72.8295,208,70
15,5,india_gate,28.6129,77.2295,80,96
10,3,pune_hinjewadi,18.5917,73.7389,182,69
9,2,bengaluru_indiranagar,12.9784,77.6408,237,91
15,2,suburb,12.9153,77.5135,69,79
12,5,vadodara_alkapuri,22.3072,73.1812,66,69
14,5,noida_greater_noida,28.4744,77.5031,60,100
1,1,kochi_mg_road,9.9312,76.2673,70,73
0,1,indore_vijay_nagar,22.7196,75.8577,58,73
9,3,connaught_place,28.6315,77.2167,204,92
15,3,gurugram_cyber_city,28.4949,77.0887,88,99
0,5,bengaluru_indiranagar,12.9784,77.6408,81,87
13,4,visakhapatnam_beach_road,17.6868,83.2185,69,70
18,4,midtown,12.9802,77.6408,152,73
2,2,airport,13.1986,77.7066,86,95
17,2,airport,13.1986,77.7066,246,83
21,1,connaught_place,28.6315,77.2167,218,83
2,4,airport,13.1986,77.7066,78,91
1,4,mysuru_jayalakshmipuram,12.2958,76.6394,59,86
3,3,noida_sector_62,28.6176,77.3721,63,93
19,3,thiruvananthapuram_palayam,8.5241,76.9366,151,67
8,0,connaught_place,28.6315,77.2167,225,86
5,6,bhopal_mp_nagar,23.2599,77.4126,48,66
17,1,thiruvananthapuram_palayam,8.5241,76.9366,117,76
21,5,coimbatore_race_course,11.0168,76.9558,109,67
5,2,hyderabad_hitech_city,17.4435,78.3772,96,93
5,6,gurugram_sohna_road,28.4089,77.0383,66,83
6,3,mumbai_andheri,19.1197,72.8468,126,85
23,2,mumbai_bandra,19.0596,72.8295,103,94
21,6,visakhapatnam_beach_road,17.6868,83.2185,112,74
7,5,jaipur_sitapura,26.7997,75.8351,100,65
8,0,lucknow_hazratganj,26.8467,80.9462,131,71
9,2,lucknow_hazratganj,26.8467,80.9462,170,80
11,5,thiruvananthapuram_palayam,8.5241,76.9366,94,76
16,2,india_gate,28.6129,77.2295,106,83
10,4,guwahati_paltan_bazaar,26.1445,91.7362,130,70
20,5,indore_vijay_nagar,22.7196,75.8577,149,69
15,0,kolkata_esplanade,22.5728,88.3639,78,89
11,6,visakhapatnam_beach_road,17.6868,83.2185,72,85
10,6,pune_hinjewadi,18.5917,73.7389,144,82
12,6,indore_vijay_nagar,22.7196,75.8577,68,85
19,5,gurugram_cyber_city,28.4949,77.0887,140,81
9,5,visakhapatnam_beach_road,17.6868,83.2185,114,74
14,1,bengaluru_whitefield,12.9698,77.7500,92,109
18,4,airport,13.1986,77.7066,252,81
22,2,gurugram_sohna_road,28.4089,77.0383,67,77
17,5,bhubaneswar_janpath,20.2961,85.8245,147,73
5,6,ahmedabad_cg_road,23.0225,72.5714,64,83
14,0,connaught_place,28.6315,77.2167,126,91
23,5,kolkata_salt_lake,22.5862,88.4143,53,76
18,0,airport,13.1986,77.7066,248,96
12,0,indore_vijay_nagar,22.7196,75.8577,69,77
15,4,airport,13.1986,77.7066,151,100
16,5,noida_greater_noida,28.4744,77.5031,86,94
13,1,noida_sector_62,28.6176,77.3721,104,93
19,5,thiruvananthapuram_palayam,8.5241,76.9366,115,67
23,6,hyderabad_hitech_city,17.4435,78.3772,87,94
9,2,hyderabad_hitech_city,17.4435,78.3772,245,87
14,5,visakhapatnam_beach_road,17.6868,83.2185,75,81
2,0,downtown,12.9716,77.5946,85,87
4,3,bengaluru_whitefield,12.9698,77.7500,48,105
5,4,hyderabad_hitech_city,17.4435,78.3772,95,94
16,1,connaught_place,28.6315,77.2167,127,105
22,2,vadodara_alkapuri,22.3072,73.1812,52,78
23,0,kolkata_esplanade,22.5728,88.3639,61,79
3,4,surat_adajan,21.1702,72.8311,66,71
18,2,indore_vijay_nagar,22.7196,75.8577,144,74
10,1,noida_greater_noida,28.4744,77.5031,122,79
5,3,jaipur_mi_road,26.9128,75.7873,57,82
15,6,bengaluru_indiranagar,12.9784,77.6408,110,95
7,2,airport,13.1986,77.7066,210,92
14,1,downtown,12.9716,77.5946,135,87
10,1,chennai_t_nagar,13.0418,80.2337,173,87
19,1,noida_greater_noida,28.4744,77.5031,148,83
20,5,hyderabad_hitech_city,17.4435,78.3772,216,81
9,3,vadodara_alkapuri,22.3072,73.1812,123,74
17,4,mumbai_andheri,19.1197,72.8468,185,83
22,5,hyderabad_hitech_city,17.4435,78.3772,68,96
11,3,suburb,12.9153,77.5135,75,86
4,5,jaipur_mi_road,26.9128,75.7873,62,76
8,5,jaipur_sitapura,26.7997,75.8351,100,65
15,6,mumbai_andheri,19.1197,72.8468,74,102
11,1,kolkata_esplanade,22.5728,88.3639,110,94
10,5,suburb,12.9153,77.5135,119,63
18,3,vadodara_alkapuri,22.3072,73.1812,135,75
10,2,visakhapatnam_beach_road,17.6868,83.2185,150,63
19,6,hyderabad_secunderabad,17.4399,78.4983,126,62
22,6,downtown,12.9716,77.5946,63,80
0,3,surat_adajan,21.1702,72.8311,51,85
11,2,bhubaneswar_janpath,20.2961,85.8245,81,89
10,5,srinagar_lal_chowk,34.0837,74.7973,121,70
20,2,suburb,12.9153,77.5135,119,67
1,1,airport,13.1986,77.7066,99,111
21,6,noida_sector_62,28.6176,77.3721,143,76
18,1,jaipur_mi_road,26.9128,75.7873,175,79
5,4,chennai_t_nagar,13.0418,80.2337,69,87
5,3,nagpur_sitabuildi,21.1458,79.0882,67,72
1,5,visakhapatnam_beach_road,17.6868,83.2185,57,75
17,6,lucknow_hazratganj,26.8467,80.9462,156,62
4,2,surat_adajan,21.1702,72.8311,53,73
16,6,mumbai_andheri,19.1197,72.8468,86,79
10,6,srinagar_lal_chowk,34.0837,74.7973,122,68
21,2,suburb,12.9153,77.5135,118,72
11,3,bhubaneswar_janpath,20.2961,85.8245,97,82
0,4,jaipur_sitapura,26.7997,75.8351,54,68
3,5,connaught_place,28.6315,77.2167,88,91
8,6,mysuru_jayalakshmipuram,12.2958,76.6394,131,62
22,6,connaught_place,28.6315,77.2167,75,88
2,2,bengaluru_whitefield,12.9698,77.7500,65,101
8,2,downtown,12.9716,77.5946,181,70
10,6,bengaluru_indiranagar,12.9784,77.6408,217,86
3,1,noida_sector_62,28.6176,77.3721,73,78
16,6,mumbai_bandra,19.0596,72.8295,115,75
18,6,bhopal_mp_nagar,23.2599,77.4126,134,68
22,5,downtown,12.9716,77.5946,79,76
2,4,bhopal_mp_nagar,23.2599,77.4126,52,69
16,4,mumbai_andheri,19.1197,72.8468,126,106
9,5,jaipur_mi_road,26.9128,75.7873,143,81
16,2,nagpur_sitabuildi,21.1458,79.0882,85,87
22,2,chandigarh_sector_17,30.7333,76.7794,73,82
22,3,jaipur_mi_road,26.9128,75.7873,69,89
17,0,downtown,12.9716,77.5946,222,66
1,6,suburb,12.9153,77.5135,40,69
15,5,noida_sector_62,28.6176,77.3721,88,76
3,3,kochi_mg_road,9.9312,76.2673,64,88
18,2,bhopal_mp_nagar,23.2599,77.4126,156,60
21,3,ahmedabad_cg_road,23.0225,72.5714,158,75
1,2,srinagar_lal_chowk,34.0837,74.7973,61,77
14,1,pune_hinjewadi,18.5917,73.7389,100,95
18,5,coimbatore_race_course,11.0168,76.9558,125,58
14,0,bhubaneswar_janpath,20.2961,85.8245,88,77
15,5,hyderabad_hitech_city,17.4435,78.3772,104,95
19,6,mumbai_bandra,19.0596,72.8295,198,72
6,0,hyderabad_hitech_city,17.4435,78.3772,121,83
6,2,gurugram_sohna_road,28.4089,77.0383,102,96
7,3,ahmedabad_cg_road,23.0225,72.5714,177,67
11,2,indore_vijay_nagar,22.7196,75.8577,95,69
5,0,chennai_t_nagar,13.0418,80.2337,64,90
19,0,mumbai_bandra,19.0596,72.8295,250,85
15,3,bengaluru_indiranagar,12.9784,77.6408,103,83
17,6,gurugram_cyber_city,28.4949,77.0887,172,69
15,0,pune_hinjewadi,18.5917,73.7389,102,100
17,6,mumbai_bandra,19.0596,72.8295,201,71
14,5,nagpur_sitabuildi,21.1458,79.0882,85,68
14,1,mysuru_jayalakshmipuram,12.2958,76.6394,67,80
8,2,chandigarh_sector_17,30.7333,76.7794,139,73
23,6,chennai_omr,12.8407,80.2244,51,75
18,4,india_gate,28.6129,77.2295,144,80
12,3,mumbai_andheri,19.1197,72.8468,95,102
20,1,airport,13.1986,77.7066,222,95
4,5,connaught_place,28.6315,77.2167,89,85
3,6,nagpur_sitabuildi,21.1458,79.0882,59,74
16,3,mysuru_jayalakshmipuram,12.2958,76.6394,92,69
5,2,indore_vijay_nagar,22.7196,75.8577,65,83
9,2,gurugram_sohna_road,28.4089,77.0383,161,81
14,5,coimbatore_race_course,11.0168,76.9558,77,77
1,2,india_gate,28.6129,77.2295,69,88
9,3,chandigarh_sector_17,30.7333,76.7794,148,64
5,1,bengaluru_indiranagar,12.9784,77.6408,78,97
3,2,bengaluru_indiranagar,12.9784,77.6408,78,99
2,1,lucknow_hazratganj,26.8467,80.9462,58,94
1,5,mumbai_andheri,19.1197,72.8468,74,102
13,6,kolkata_salt_lake,22.5862,88.4143,69,75
1,5,hyderabad_hitech_city,17.4435,78.3772,89,83
19,1,india_gate,28.6129,77.2295,161,73
20,0,lucknow_hazratganj,26.8467,80.9462,144,70
22,1,chennai_t_nagar,13.0418,80.2337,74,102
23,6,bengaluru_indiranagar,12.9784,77.6408,73,85
22,0,jaipur_mi_road,26.9128,75.7873,59,76
2,5,lucknow_hazratganj,26.8467,80.9462,49,89
15,5,pune_hinjewadi,18.5917,73.7389,80,96
14,2,nagpur_sitabuildi,21.1458,79.0882,90,87
14,4,pune_hinjewadi,18.5917,73.7389,103,85
3,1,thiruvananthapuram_palayam,8.5241,76.9366,61,86
1,4,jaipur_mi_road,26.9128,75.7873,56,91
2,5,suburb,12.9153,77.5135,39,90
11,5,jaipur_sitapura,26.7997,75.8351,79,78
9,5,kochi_mg_road,9.9312,76.2673,119,67
14,0,noida_sector_62,28.6176,77.3721,76,77
3,2,kolkata_esplanade,22.5728,88.3639,64,89
5,1,downtown,12.9716,77.5946,81,76
10,5,kolkata_esplanade,22.5728,88.3639,172,72
15,5,lucknow_hazratganj,26.8467,80.9462,86,77
11,2,chandigarh_sector_17,30.7333,76.7794,99,83
1,3,mysuru_jayalakshmipuram,12.2958,76.6394,55,85
13,1,guwahati_paltan_bazaar,26.1445,91.7362,72,85
23,2,noida_greater_noida,28.4744,77.5031,62,84
9,3,chennai_t_nagar,13.0418,80.2337,180,84
15,1,indore_vijay_nagar,22.7196,75.8577,96,80
10,3,gurugram_cyber_city,28.4949,77.0887,159,83
17,2,ahmedabad_cg_road,23.0225,72.5714,159,87
7,4,midtown,12.9802,77.6408,173,80
2,4,srinagar_lal_chowk,34.0837,74.7973,53,71
18,0,chennai_t_nagar,13.0418,80.2337,149,88
19,4,surat_adajan,21.1702,72.8311,167,65
23,3,bhubaneswar_janpath,20.2961,85.8245,55,71
18,0,chennai_t_nagar,13.0418,80.2337,173,85
6,1,downtown,12.9716,77.5946,116,88
13,4,kolkata_salt_lake,22.5862,88.4143,94,72
21,0,hyderabad_secunderabad,17.4399,78.4983,165,82
11,2,noida_greater_noida,28.4744,77.5031,75,94
13,0,mysuru_jayalakshmipuram,12.2958,76.6394,68,85
23,0,bhopal_mp_nagar,23.2599,77.4126,49,79
16,3,airport,13.1986,77.7066,170,111
23,6,midtown,12.9802,77.6408,54,90
3,0,noida_greater_noida,28.4744,77.5031,61,93
2,3,thiruvananthapuram_palayam,8.5241,76.9366,48,68
6,1,vadodara_alkapuri,22.3072,73.1812,96,73
6,0,jaipur_sitapura,26.7997,75.8351,88,78
2,2,thiruvananthapuram_palayam,8.5241,76.9366,52,82
18,5,coimbatore_race_course,11.0168,76.9558,112,69
2,0,bhopal_mp_nagar,23.2599,77.4126,68,81
8,6,chennai_omr,12.8407,80.2244,128,72
3,6,kolkata_esplanade,22.5728,88.3639,69,92
17,2,gurugram_cyber_city,28.4949,77.0887,158,90
6,6,chandigarh_sector_17,30.7333,76.7794,101,82
23,5,chennai_t_nagar,13.0418,80.2337,65,90
1,3,noida_sector_62,28.6176,77.3721,68,81
22,2,kochi_mg_road,9.9312,76.2673,60,80
13,2,thiruvananthapuram_palayam,8.5241,76.9366,71,78
2,4,india_gate,28.6129,77.2295,67,90
6,5,downtown,12.9716,77.5946,110,93
4,5,midtown,12.9802,77.6408,55,77
10,1,chandigarh_sector_17,30.7333,76.7794,139,80
11,3,chennai_t_nagar,13.0418,80.2337,126,84
20,3,visakhapatnam_beach_road,17.6868,83.2185,140,63
15,3,indore_vijay_nagar,22.7196,75.8577,92,79
2,4,hyderabad_hitech_city,17.4435,78.3772,74,79
8,2,jaipur_mi_road,26.9128,75.7873,158,76
23,1,jaipur_mi_road,26.9128,75.7873,61,90
7,1,mumbai_bandra,19.0596,72.8295,211,88
21,0,gurugram_cyber_city,28.4949,77.0887,189,88
2,4,chandigarh_sector_17,30.7333,76.7794,64,93
21,3,bhopal_mp_nagar,23.2599,77.4126,147,80
10,1,india_gate,28.6129,77.2295,177,85
15,6,noida_greater_noida,28.4744,77.5031,74,81
5,0,coimbatore_race_course,11.0168,76.9558,55,74
17,0,chennai_t_nagar,13.0418,80.2337,150,91
9,0,downtown,12.9716,77.5946,231,83
15,0,gurugram_sohna_road,28.4089,77.0383,80,91
7,1,bengaluru_whitefield,12.9698,77.7500,135,85
17,1,kolkata_salt_lake,22.5862,88.4143,126,78
15,2,mysuru_jayalakshmipuram,12.2958,76.6394,72,79
19,1,surat_adajan,21.1702,72.8311,141,78
4,1,lucknow_hazratganj,26.8467,80.9462,60,82
11,6,jaipur_sitapura,26.7997,75.8351,69,79
10,2,connaught_place,28.6315,77.2167,239,86
10,6,chennai_omr,12.8407,80.2244,124,76
2,0,vadodara_alkapuri,22.3072,73.1812,48,83
14,6,mumbai_andheri,19.1197,72.8468,89,98
21,1,airport,13.1986,77.7066,228,97
10,3,jaipur_mi_road,26.9128,75.7873,164,83
13,6,bengaluru_whitefield,12.9698,77.7500,80,110
4,4,pune_hinjewadi,18.5917,73.7389,76,94
7,5,chennai_t_nagar,13.0418,80.2337,134,67
7,4,chennai_t_nagar,13.0418,80.2337,176,70
14,3,bhopal_mp_nagar,23.2599,77.4126,93,73
12,5,chennai_t_nagar,13.0418,80.2337,99,94
12,3,guwahati_paltan_bazaar,26.1445,91.7362,80,72
13,1,suburb,12.9153,77.5135,68,77
22,4,gurugram_sohna_road,28.4089,77.0383,69,77
21,2,ahmedabad_cg_road,23.0225,72.5714,156,84
13,2,chennai_omr,12.8407,80.2244,92,74
10,2,bengaluru_whitefield,12.9698,77.7500,141,84
21,3,kochi_mg_road,9.9312,76.2673,162,68
2,4,indore_vijay_nagar,22.7196,75.8577,50,91
5,3,downtown,12.9716,77.5946,98,84
19,5,bhopal_mp_nagar,23.2599,77.4126,133,73
1,0,surat_adajan,21.1702,72.8311,62,83
21,4,guwahati_paltan_bazaar,26.1445,91.7362,131,74
4,2,vadodara_alkapuri,22.3072,73.1812,60,75
19,3,connaught_place,28.6315,77.2167,239,79
9,2,bhopal_mp_nagar,23.2599,77.4126,134,63
19,2,gurugram_sohna_road,28.4089,77.0383,183,87
7,1,chennai_t_nagar,13.0418,80.2337,187,72
15,5,hyderabad_secunderabad,17.4399,78.4983,82,80
17,4,hyderabad_hitech_city,17.4435,78.3772,224,84
3,1,bhopal_mp_nagar,23.2599,77.4126,61,90
2,3,downtown,12.9716,77.5946,74,79
10,1,gurugram_sohna_road,28.4089,77.0383,172,78
5,2,bengaluru_whitefield,12.9698,77.7500,49,89
17,5,downtown,12.9716,77.5946,199,73
4,3,bengaluru_whitefield,12.9698,77.7500,66,90
0,0,downtown,12.9716,77.5946,92,98
15,0,guwahati_paltan_bazaar,26.1445,91.7362,68,82
11,4,bengaluru_whitefield,12.9698,77.7500,95,106
12,5,chennai_omr,12.8407,80.2244,90,83
19,1,chennai_omr,12.8407,80.2244,180,80
4,4,lucknow_hazratganj,26.8467,80.9462,54,89
0,4,india_gate,28.6129,77.2295,72,103
19,6,chennai_t_nagar,13.0418,80.2337,144,72
14,4,indore_vijay_nagar,22.7196,75.8577,78,86
14,1,kochi_mg_road,9.9312,76.2673,79,85
5,6,ahmedabad_cg_road,23.0225,72.5714,52,76
0,4,srinagar_lal_chowk,34.0837,74.7973,53,77
9,3,thiruvananthapuram_palayam,8.5241,76.9366,164,76
18,0,thiruvananthapuram_palayam,8.5241,76.9366,135,67
19,6,jaipur_mi_road,26.9128,75.7873,127,68
3,1,surat_adajan,21.1702,72.8311,67,74
9,4,noida_sector_62,28.6176,77.3721,149,67
5,2,suburb,12.9153,77.5135,48,75
15,2,chennai_t_nagar,13.0418,80.2337,88,85
14,1,gurugram_sohna_road,28.4089,77.0383,107,79
10,6,vadodara_alkapuri,22.3072,73.1812,139,64
18,1,bhubaneswar_janpath,20.2961,85.8245,162,80
22,3,coimbatore_race_course,11.0168,76.9558,49,77
2,6,bhubaneswar_janpath,20.2961,85.8245,51,67
8,1,srinagar_lal_chowk,34.0837,74.7973,145,59
16,1,noida_sector_62,28.6176,77.3721,89,90
8,1,lucknow_hazratganj,26.8467,80.9462,174,80
8,1,suburb,12.9153,77.5135,110,66
2,0,hyderabad_secunderabad,17.4399,78.4983,71,89
0,2,visakhapatnam_beach_road,17.6868,83.2185,62,74
15,3,kochi_mg_road,9.9312,76.2673,77,87
13,1,india_gate,28.6129,77.2295,111,90
4,1,connaught_place,28.6315,77.2167,75,91
22,4,noida_sector_62,28.6176,77.3721,66,78
4,3,thiruvananthapuram_palayam,8.5241,76.9366,60,77
2,5,hyderabad_secunderabad,17.4399,78.4983,60,83
18,5,jaipur_sitapura,26.7997,75.8351,124,75
11,2,pune_hinjewadi,18.5917,73.7389,116,80
17,3,pune_hinjewadi,18.5917,73.7389,174,77
2,1,pune_hinjewadi,18.5917,73.7389,66,81
19,6,chennai_t_nagar,13.0418,80.2337,130,78
4,5,bhopal_mp_nagar,23.2599,77.4126,51,71
14,1,srinagar_lal_chowk,34.0837,74.7973,80,83
19,3,mysuru_jayalakshmipuram,12.2958,76.6394,137,57
6,4,jaipur_sitapura,26.7997,75.8351,83,69
14,4,connaught_place,28.6315,77.2167,142,103
6,3,connaught_place,28.6315,77.2167,125,100
13,3,bengaluru_whitefield,12.9698,77.7500,90,92
8,4,pune_hinjewadi,18.5917,73.7389,135,74
20,0,gurugram_cyber_city,28.4949,77.0887,201,80
16,5,kochi_mg_road,9.9312,76.2673,97,88
15,2,visakhapatnam_beach_road,17.6868,83.2185,73,79
2,5,kolkata_salt_lake,22.5862,88.4143,56,85
2,5,vadodara_alkapuri,22.3072,73.1812,58,75
